param_value,n_nodes,run_id,tau,alpha
200,10,15,344643,0.0
200,10,16,232815,0.0
200,10,17,152051,0.0
200,10,18,250468,0.0
200,10,19,434681,0.0
200,10,20,291963,0.0
200,10,21,258869,0.0
200,10,22,327155,0.0
200,10,23,334994,0.0
200,10,24,141631,0.0
200,10,25,194529,0.0
200,10,26,222441,0.0
200,10,27,327872,0.0
200,10,28,222266,0.0
200,10,29,293373,0.0
200,10,30,290877,0.0
200,10,31,191829,0.0
200,10,32,397137,0.0
200,10,33,269621,0.0
200,10,34,178344,0.0
200,10,35,179450,0.0
200,10,36,195400,0.0
200,10,37,229167,0.0
200,10,38,275790,0.0
200,10,39,336822,0.0
200,10,40,226929,0.0
200,10,41,237046,0.0
200,10,42,228514,0.0
200,10,43,222404,0.0
200,10,44,333739,0.0
200,10,45,143337,0.0
200,10,46,281396,0.0
200,10,47,384073,0.0
200,10,48,89776,0.0
200,10,49,206122,0.0
200,10,50,231049,0.0
200,10,51,236850,0.0
200,10,52,309520,0.0
200,10,53,266925,0.0
200,10,54,194094,0.0
200,10,55,327660,0.0
200,10,56,233110,0.0
200,10,57,185992,0.0
200,10,58,187085,0.0
200,10,59,140924,0.0
200,10,60,199313,0.0
200,10,61,308493,0.0
200,10,62,204369,0.0
200,10,63,287384,0.0
200,10,64,466157,0.0
200,10,65,247466,0.0
200,10,66,283313,0.0
200,10,67,236521,0.0
200,10,68,236537,0.0
200,10,69,269400,0.0
200,10,70,248975,0.0
200,10,71,353075,0.0
200,10,72,257798,0.0
200,10,73,312219,0.0
200,10,74,175277,0.0
200,10,75,217950,0.0
200,10,76,253583,0.0
200,10,77,351284,0.0
200,10,78,329670,0.0
200,10,79,443674,0.0
200,10,80,193294,0.0
200,10,81,239326,0.0
200,10,82,214372,0.0
200,10,83,196226,0.0
200,10,84,216545,0.0
200,10,85,139351,0.0
200,10,86,261502,0.0
200,10,87,218384,0.0
200,10,88,275927,0.0
200,10,89,173010,0.0
200,10,90,221742,0.0
200,10,91,188283,0.0
200,10,92,363774,0.0
200,10,93,292629,0.0
200,10,94,286728,0.0
200,10,95,100863,0.0
200,10,96,144109,0.0
200,10,97,301887,0.0
200,10,98,243339,0.0
200,10,99,192571,0.0
200,10,100,341420,0.0
200,10,101,278261,0.0
200,10,102,223010,0.0
200,10,103,339206,0.0
200,10,104,227648,0.0
200,10,105,269125,0.0
200,10,106,237400,0.0
200,10,107,384957,0.0
200,10,108,202028,0.0
200,10,109,300307,0.0
200,10,110,427633,0.0
200,10,111,152089,0.0
200,10,112,219462,0.0
200,10,113,291225,0.0
200,10,114,337352,0.0
200,10,115,295343,0.0
200,10,116,345212,0.0
200,10,117,246985,0.0
200,10,118,215633,0.0
200,10,119,235806,0.0
200,10,120,148871,0.0
200,10,121,199165,0.0
200,10,122,309920,0.0
200,10,123,280713,0.0
200,10,124,194540,0.0
200,10,125,341098,0.0
200,10,126,242364,0.0
200,10,127,226270,0.0
200,10,128,166003,0.0
200,10,129,333007,0.0
200,10,130,303351,0.0
200,10,131,180028,0.0
200,10,132,200401,0.0
200,10,133,300089,0.0
200,10,134,210658,0.0
200,10,135,160562,0.0
200,10,136,180925,0.0
200,10,137,208191,0.0
200,10,138,262209,0.0
200,10,139,138080,0.0
200,10,140,316203,0.0
200,10,141,247810,0.0
200,10,142,281654,0.0
200,10,143,225716,0.0
200,10,144,171696,0.0
200,10,145,358985,0.0
200,10,146,256821,0.0
200,10,147,143958,0.0
200,10,148,172799,0.0
200,10,149,473998,0.0
10,30,0,3580,0.0
10,30,1,2826,0.0
10,30,2,4010,0.0
10,30,3,4761,0.0
10,30,4,4916,0.0
10,30,5,2946,0.0
10,30,6,3719,0.0
10,30,7,2457,0.0
10,30,8,3638,0.0
10,30,9,3825,0.0
10,30,10,2881,0.0
10,30,11,3298,0.0
10,30,12,4281,0.0
10,30,13,3345,0.0
10,30,14,3678,0.0
10,30,15,3917,0.0
10,30,16,3616,0.0
10,30,17,3029,0.0
10,30,18,2843,0.0
10,30,19,4654,0.0
10,30,20,4636,0.0
10,30,21,3054,0.0
10,30,22,3584,0.0
10,30,23,3393,0.0
10,30,24,4120,0.0
10,30,25,3625,0.0
10,30,26,4034,0.0
10,30,27,2216,0.0
10,30,28,4779,0.0
10,30,29,3926,0.0
10,30,30,2156,0.0
10,30,31,4483,0.0
10,30,32,1195,0.0
10,30,33,4574,0.0
10,30,34,2846,0.0
10,30,35,4420,0.0
10,30,36,2941,0.0
10,30,37,2628,0.0
10,30,38,3360,0.0
10,30,39,3268,0.0
10,30,40,3091,0.0
10,30,41,2933,0.0
10,30,42,4322,0.0
10,30,43,3198,0.0
10,30,44,3405,0.0
10,30,45,3925,0.0
10,30,46,3154,0.0
10,30,47,3557,0.0
10,30,48,4473,0.0
10,30,49,4301,0.0
10,30,50,2737,0.0
10,30,51,4651,0.0
10,30,52,2151,0.0
10,30,53,2987,0.0
10,30,54,5048,0.0
10,30,55,4528,0.0
10,30,56,3123,0.0
10,30,57,3546,0.0
10,30,58,4179,0.0
10,30,59,4069,0.0
10,30,60,3948,0.0
10,30,61,3941,0.0
10,30,62,2234,0.0
10,30,63,3212,0.0
10,30,64,4390,0.0
10,30,65,4622,0.0
10,30,66,5498,0.0
10,30,67,4490,0.0
10,30,68,4234,0.0
10,30,69,2319,0.0
10,30,70,2738,0.0
10,30,71,5325,0.0
10,30,72,4252,0.0
10,30,73,4274,0.0
10,30,74,3520,0.0
10,30,75,3855,0.0
10,30,76,3945,0.0
10,30,77,3109,0.0
10,30,78,3739,0.0
10,30,79,5328,0.0
10,30,80,2458,0.0
10,30,81,2469,0.0
10,30,82,2984,0.0
10,30,83,2387,0.0
10,30,84,3809,0.0
10,30,85,2242,0.0
10,30,86,4151,0.0
10,30,87,2535,0.0
10,30,88,3581,0.0
10,30,89,3437,0.0
10,30,90,3177,0.0
10,30,91,3661,0.0
10,30,92,3412,0.0
10,30,93,2117,0.0
10,30,94,2604,0.0
10,30,95,4323,0.0
10,30,96,4097,0.0
10,30,97,2617,0.0
10,30,98,3878,0.0
10,30,99,3985,0.0
10,30,100,4380,0.0
10,30,101,4439,0.0
10,30,102,4258,0.0
10,30,103,3581,0.0
10,30,104,5695,0.0
10,30,105,2746,0.0
10,30,106,2702,0.0
10,30,107,3236,0.0
10,30,108,2634,0.0
10,30,109,4193,0.0
10,30,110,2809,0.0
10,30,111,2339,0.0
10,30,112,4314,0.0
10,30,113,3414,0.0
10,30,114,2749,0.0
10,30,115,2704,0.0
10,30,116,2207,0.0
10,30,117,3945,0.0
10,30,118,2182,0.0
10,30,119,4033,0.0
10,30,120,2888,0.0
10,30,121,3716,0.0
10,30,122,3454,0.0
10,30,123,2809,0.0
10,30,124,3655,0.0
10,30,125,4556,0.0
10,30,126,3588,0.0
10,30,127,4607,0.0
10,30,128,3127,0.0
10,30,129,2938,0.0
10,30,130,3661,0.0
10,30,131,3017,0.0
10,30,132,2342,0.0
10,30,133,3102,0.0
10,30,134,3550,0.0
10,30,135,3812,0.0
10,30,136,3855,0.0
10,30,137,4316,0.0
10,30,138,4607,0.0
10,30,139,3102,0.0
10,30,140,3205,0.0
10,30,141,2702,0.0
10,30,142,3663,0.0
10,30,143,3849,0.0
10,30,144,4543,0.0
10,30,145,3319,0.0
10,30,146,4070,0.0
10,30,147,3699,0.0
10,30,148,2886,0.0
10,30,149,3957,0.0
30,30,0,34237,0.0
30,30,1,28745,0.0
30,30,2,26871,0.0
30,30,3,26509,0.0
30,30,4,28665,0.0
30,30,5,24899,0.0
30,30,6,37386,0.0
30,30,7,32230,0.0
30,30,8,29340,0.0
30,30,9,31977,0.0
30,30,10,34893,0.0
30,30,11,38094,0.0
30,30,12,22495,0.0
30,30,13,38747,0.0
30,30,14,39508,0.0
30,30,15,36714,0.0
30,30,16,46802,0.0
30,30,17,33140,0.0
30,30,18,32418,0.0
30,30,19,30189,0.0
30,30,20,39806,0.0
30,30,21,28816,0.0
30,30,22,30042,0.0
30,30,23,29689,0.0
30,30,24,30815,0.0
30,30,25,28297,0.0
30,30,26,27642,0.0
30,30,27,34069,0.0
30,30,28,27440,0.0
